,tfidf_score,term_weights,filename,cik,file_date
0,0.05104238040265982,0.02435801640472301,20200109_10-Q_edgar_data_1013237_0001013237-20-000015_1.txt,1013237,2020-01-09
1,0.06640036270375799,0.03194627611577705,20200124_10-Q_edgar_data_4127_0000004127-20-000007_1 copy.txt,4127,2020-01-24
2,0.05124973349309077,0.025402137699184417,20200107_10-Q_edgar_data_1170010_0001170010-20-000002_1.txt,1170010,2020-01-07
3,0.06754105778570219,0.03174692217810457,20200103_10-Q_edgar_data_898293_0001193125-20-001434_1.txt,898293,2020-01-03
4,0.0623155459428331,0.028408914065174765,20200102_10-Q_edgar_data_940944_0000940944-20-000003_1.txt,940944,2020-01-02
5,0.047939604848263935,0.021960296967862822,20200123_10-Q_edgar_data_80424_0000080424-20-000017_1.txt,80424,2020-01-23
6,0.05416261198494577,0.02700281490379397,20200103_10-Q_edgar_data_1679273_0001558370-20-000031_1.txt,1679273,2020-01-03
7,0.04988224368437946,0.022481370991696045,20200108_10-Q_edgar_data_1618921_0001618921-20-000008_1.txt,1618921,2020-01-08
8,0.04142631256159158,0.020058097329096653,20200107_10-Q_edgar_data_320187_0000320187-20-000004_1.txt,320187,2020-01-07
9,0.06630899147547249,0.03194627611577705,20200124_10-Q_edgar_data_4127_0000004127-20-000007_1.txt,4127,2020-01-24
10,0.05860525811049379,0.027054351860146663,20200124_10-Q_edgar_data_2969_0000002969-20-000010_1.txt,2969,2020-01-24
11,0.06478078408215265,0.03138165108128065,20200129_10-Q_edgar_data_1024478_0001024478-20-000005_1.txt,1024478,2020-01-29
12,0.06113744907551616,0.028893636239385314,20200129_10-K_edgar_data_1065280_0001065280-20-000040_1.txt,1065280,2020-01-29
13,0.05601053425801428,0.02604981912081382,20200109_10-Q_edgar_data_723254_0000723254-20-000003_1.txt,723254,2020-01-09
14,0.030990266579234853,0.014329122146208347,20200102_10-Q_edgar_data_23217_0001564590-20-000127_1.txt,23217,2020-01-02
15,0.05968786158951978,0.028150859270011146,20200121_10-K_edgar_data_796343_0000796343-20-000013_1.txt,796343,2020-01-21
16,0.050237634366411876,0.02345815251084935,20200128_10-Q_edgar_data_829224_0000829224-20-000012_1.txt,829224,2020-01-28
